chromosome	start	stop	L1	L2	L3	L4	L5	L6	L7	L8	L9	L10	L11	L12	L13	L14	L15	phylogeny	sites	length	origin
APscaff0001ScX6Gil_1HRSCAF3	10367122	10369605	-1577.58971	-1577.160125	-1577.432048	-1573.831921	-1571.823689	-1575.750451	-1577.160198	-1577.594494	-1578.727032	-1569.867941	-1573.349214	-1573.349208	-1581.559439	-1578.727337	-1581.842998	A	1825	215	others
APscaff0001ScX6Gil_1HRSCAF3	10470891	10473749	-2652.555257	-2651.186319	-2650.258786	-2644.859365	-2643.18932	-2643.933898	-2651.089801	-2652.37962	-2653.328444	-2651.338817	-2652.987612	-2652.774801	-2650.343491	-2654.611476	-2653.759763	J	1695	442	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	10484226	10488865	-2437.429293	-2415.738279	-2432.973714	-2415.738351	-2436.648426	-2436.539396	-2344.517803	-2350.211159	-2353.208979	-2437.965607	-2432.97381	-2430.818228	-2437.848835	-2437.429294	-2430.818244	J	1361	327	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	10710841	10714109	-3026.307547	-3026.365268	-3024.887455	-3025.234369	-3023.299732	-3023.11845	-3025.894816	-3025.873501	-3027.498737	-3021.745046	-3021.710484	-3021.745119	-3025.565174	-3029.199326	-3029.199281	J	1895	491	others
APscaff0001ScX6Gil_1HRSCAF3	10769150	10773898	-4818.40062	-4813.376931	-4821.417141	-4801.622781	-4807.144047	-4806.740526	-4811.471184	-4819.594013	-4819.793752	-4817.074348	-4821.074034	-4821.579398	-4822.162605	-4823.708572	-4823.014977	A	3901	487	oldgenes
APscaff0001ScX6Gil_1HRSCAF3	10819985	10822941	-7844.912964	-7842.644009	-7839.924966	-7842.776924	-7845.82774	-7842.215003	-7840.745033	-7839.984136	-7841.838292	-7846.177339	-7842.88747	-7844.921496	-7842.364368	-7844.908385	-7844.903873	A	9341	1391	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	10859563	10865419	-3131.829837	-3138.216767	-3131.540749	-3137.343399	-3137.321837	-3136.617134	-3138.031158	-3132.008687	-3131.827587	-3133.739605	-3132.001643	-3133.882111	-3134.259638	-3131.82758	-3135.063233	A	2690	328	oldgenes
APscaff0001ScX6Gil_1HRSCAF3	10912772	10921202	-7716.722315	-7715.507263	-7713.237791	-7713.601635	-7712.872608	-7714.228841	-7715.572106	-7713.292691	-7718.657396	-7709.994637	-7710.861343	-7710.620807	-7712.879365	-7712.888193	-7712.413687	I	4448	1011	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	10942323	10946567	-6055.678591	-6060.943475	-6047.349801	-6060.94335	-6061.028729	-6058.034067	-6058.753109	-6047.428316	-6053.530638	-6053.191003	-6048.973759	-6053.191101	-6053.674684	-6055.42585	-6056.113301	C	4026	642	others
APscaff0001ScX6Gil_1HRSCAF3	11009315	11012631	-5360.01751	-5353.876709	-5361.415633	-5356.435483	-5357.894934	-5357.873543	-5357.986736	-5360.253015	-5359.005498	-5359.219583	-5359.219624	-5354.883269	-5361.126466	-5359.932467	-5355.593928	A	2808	370	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	11040462	11041724	-3928.539649	-3926.011065	-3919.600773	-3924.081518	-3927.244643	-3928.177033	-3922.714261	-3920.550531	-3924.698328	-3927.492799	-3918.55721	-3928.627988	-3927.65513	-3928.029176	-3930.222218	F	2732	380	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	11275947	11290684	-11736.97233	-11722.30325	-11733.97388	-11716.45305	-11720.77182	-11721.8488	-11722.6136	-11732.94954	-11738.00777	-11730.88711	-11730.30527	-11727.89689	-11738.73955	-11739.64384	-11733.1059	A	8424	1362	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	11294982	11307969	-5592.789873	-5591.644546	-5588.886417	-5591.852149	-5592.514645	-5590.282243	-5591.335165	-5589.352072	-5591.818243	-5593.574302	-5590.161872	-5593.036947	-5590.291821	-5592.385896	-5592.159395	H	3142	688	others
APscaff0001ScX6Gil_1HRSCAF3	11562615	11567761	-2234.620166	-2236.31827	-2235.559198	-2236.31827	-2234.620166	-2235.559177	-2236.318269	-2235.559184	-2234.620166	-2234.620166	-2235.559181	-2236.31827	-2235.559184	-2234.620166	-2236.318269	K	1084	252	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	11616916	11619609	-2134.464049	-2144.976041	-2144.750529	-2144.976041	-2134.464049	-2144.750548	-2144.976035	-2144.750536	-2134.464049	-2134.464054	-2144.750539	-2144.976041	-2144.750536	-2134.464049	-2144.976035	K	993	286	others
APscaff0001ScX6Gil_1HRSCAF3	11683198	11692842	-5524.079645	-5510.708253	-5524.173842	-5510.708011	-5511.136765	-5511.136794	-5510.033281	-5524.118239	-5523.29097	-5525.379375	-5524.173958	-5525.379496	-5524.156908	-5524.07959	-5524.157003	A	5155	658	oldgenes
APscaff0001ScX6Gil_1HRSCAF3	11696473	11701237	-3125.41132	-3128.548683	-3129.219652	-3128.548743	-3130.052119	-3129.501114	-3124.348923	-3124.433985	-3120.701797	-3129.765801	-3129.438948	-3129.765689	-3125.903348	-3124.888805	-3125.926507	A	1929	288	others
APscaff0001ScX6Gil_1HRSCAF3	11732761	11737751	-2501.412054	-2499.529875	-2495.213594	-2491.181374	-2492.388965	-2487.594163	-2499.529938	-2500.08416	-2502.132369	-2499.037939	-2498.065044	-2499.456723	-2495.311888	-2500.290846	-2500.19565	A	1863	232	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	11759140	11768185	-3044.319563	-3042.414985	-3040.953925	-3046.828835	-3045.46386	-3041.268451	-3048.09559	-3046.46515	-3045.457695	-3040.028207	-3040.844385	-3038.098579	-3033.140767	-3035.892548	-3034.009276	A	1798	294	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	11771165	11771554	-1196.22553	-1200.745796	-1200.105222	-1200.745796	-1196.22553	-1200.105243	-1200.745796	-1200.105222	-1196.22553	-1196.22553	-1200.105222	-1200.745796	-1200.105222	-1196.22553	-1200.745796	K	648	130	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	11775221	11778883	-2638.638111	-2632.830735	-2638.64062	-2633.383354	-2635.528714	-2635.528665	-2633.383308	-2638.399313	-2638.397992	-2638.640707	-2638.640755	-2637.80914	-2638.306409	-2638.306472	-2637.499739	A	2014	249	others
APscaff0001ScX6Gil_1HRSCAF3	11779866	11781837	-2184.409467	-2182.759935	-2185.577369	-2182.081617	-2181.666822	-2182.081609	-2182.759978	-2185.577328	-2185.577119	-2184.409544	-2185.577445	-2185.577222	-2185.577378	-2185.577294	-2185.577295	A	1930	249	oldgenes
APscaff0001ScX6Gil_1HRSCAF3	11896484	11899448	-3028.677003	-3025.581511	-3027.064253	-3024.201935	-3025.16252	-3023.595625	-3026.0555	-3027.73995	-3028.038571	-3029.366063	-3028.441401	-3028.539251	-3027.707706	-3027.210331	-3026.882864	A	2107	288	others
APscaff0001ScX6Gil_1HRSCAF3	11934239	11935524	-4275.502766	-4264.428897	-4261.07907	-4261.759311	-4267.452038	-4258.310254	-4263.465543	-4264.993703	-4269.831404	-4274.998768	-4271.871199	-4272.124116	-4263.730278	-4273.675719	-4269.304866	A	3230	382	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	11941478	11951515	-11392.21818	-11384.96983	-11390.76232	-11383.18914	-11382.70745	-11383.18913	-11384.7875	-11390.56562	-11392.52485	-11391.29823	-11390.76234	-11392.00898	-11393.19269	-11392.7173	-11393.19267	A	7852	1196	others
APscaff0001ScX6Gil_1HRSCAF3	12015257	12017621	-1298.74006	-1297.264771	-1298.60843	-1283.26234	-1283.557548	-1283.557542	-1297.271716	-1298.797044	-1298.740012	-1299.338204	-1298.756069	-1298.866991	-1292.508427	-1292.508436	-1292.092624	A	970	108	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	12074262	12077413	-2482.844341	-2479.722733	-2484.622012	-2479.722733	-2482.844341	-2484.622012	-2479.722733	-2484.622012	-2482.844341	-2482.844377	-2484.622013	-2479.722733	-2484.622012	-2482.844341	-2479.722733	K	1215	320	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	12088359	12093176	-4365.919201	-4359.443058	-4362.075481	-4357.552567	-4359.409715	-4355.625131	-4359.442031	-4365.733442	-4365.650228	-4366.323919	-4366.005299	-4366.402555	-4362.045544	-4365.919748	-4366.199651	B	2189	331	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	12138943	12140655	-4083.740111	-4082.911259	-4080.945775	-4083.642451	-4082.787857	-4080.405394	-4085.079135	-4083.773144	-4085.062973	-4083.145324	-4083.113103	-4082.378405	-4080.502979	-4083.474167	-4082.013194	D	3106	448	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	12195266	12196216	-2880.143781	-2881.609789	-2876.309649	-2880.767154	-2880.968658	-2881.227714	-2878.143712	-2874.523692	-2877.275804	-2880.52526	-2875.156424	-2880.75585	-2882.064007	-2880.602332	-2882.006381	E	1834	324	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	12217906	12219501	-6827.894926	-6839.879404	-6835.370859	-6825.439957	-6818.150597	-6823.990483	-6838.245812	-6834.905475	-6830.661168	-6829.265573	-6832.081441	-6835.849321	-6836.603697	-6831.379812	-6839.482641	C	3679	589	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	12230365	12248444	-3869.894253	-3869.016237	-3847.480592	-3858.411161	-3858.411016	-3847.873038	-3866.67444	-3867.09591	-3867.257684	-3869.796895	-3868.977718	-3869.496641	-3848.055762	-3869.894262	-3869.597871	A	3422	473	others
APscaff0001ScX6Gil_1HRSCAF3	12250238	12253770	-6350.634924	-6336.63094	-6357.947903	-6339.353644	-6351.616781	-6355.627302	-6335.712986	-6352.777942	-6348.201606	-6351.087105	-6354.95291	-6336.992582	-6354.462209	-6352.376417	-6336.686609	C	4075	781	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	12256817	12260418	-3748.682516	-3746.918886	-3750.75985	-3749.187741	-3751.090851	-3751.090956	-3746.841008	-3748.207768	-3747.086207	-3748.833663	-3748.833608	-3746.393141	-3750.300609	-3748.68252	-3747.157782	A	3000	375	others
APscaff0001ScX6Gil_1HRSCAF3	12289347	12290621	-3115.870793	-3120.096566	-3116.724935	-3119.580505	-3118.663289	-3118.52642	-3118.857077	-3116.789791	-3116.045773	-3119.141471	-3117.29945	-3119.767245	-3118.966018	-3115.698294	-3119.406043	I	1607	460	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	12303811	12307608	-5873.138428	-5876.016665	-5875.070227	-5873.210708	-5873.138296	-5872.76036	-5875.715432	-5875.486495	-5875.715409	-5872.797223	-5875.371566	-5875.654934	-5875.528323	-5876.01686	-5876.017166	C	3694	929	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	12310549	12319020	-6310.775772	-6312.263695	-6303.411801	-6313.756661	-6314.546206	-6314.546422	-6307.475631	-6299.429115	-6304.139238	-6302.748642	-6301.800278	-6301.614588	-6310.193665	-6309.855905	-6308.856721	A	5467	705	others
APscaff0001ScX6Gil_1HRSCAF3	12320693	12323564	-2636.197719	-2636.315403	-2634.141469	-2635.684669	-2635.644923	-2634.920452	-2636.315384	-2634.141484	-2636.315294	-2635.577627	-2634.059193	-2635.577639	-2635.45775	-2636.31528	-2636.315309	I	1188	449	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	12347324	12349350	-6317.584217	-6328.803703	-6325.188197	-6325.427885	-6322.058494	-6324.112806	-6328.359703	-6325.241251	-6320.223072	-6320.256705	-6321.494403	-6322.347933	-6323.914809	-6320.258505	-6324.688077	D	3289	641	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	12365850	12371764	-4481.320649	-4481.387844	-4477.196502	-4481.352792	-4481.351736	-4479.143332	-4481.357915	-4478.311933	-4481.358028	-4477.987007	-4477.993665	-4477.993739	-4479.18462	-4481.358293	-4481.358435	C	6015	944	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	12372535	12374543	-986.3948011	-991.0386401	-988.9190015	-989.8421416	-987.5410194	-988.9190112	-990.8870129	-990.8869214	-987.2513151	-983.5642257	-985.5793304	-985.5794175	-988.9190963	-987.3645883	-991.038686	C	847	106	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	12436078	12443024	-4797.700789	-4797.415052	-4787.069715	-4794.886821	-4794.886785	-4792.407309	-4797.225375	-4788.886895	-4797.512571	-4789.286376	-4787.500691	-4789.286411	-4793.343138	-4795.686808	-4795.68652	A	5158	679	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	12449454	12455491	-8135.393967	-8122.270311	-8135.831585	-8126.685757	-8131.019175	-8130.96971	-8126.968287	-8135.787614	-8135.31694	-8127.561223	-8127.592265	-8122.442438	-8136.248385	-8135.30481	-8129.387844	D	5040	1103	others
APscaff0001ScX6Gil_1HRSCAF3	12483141	12483644	-2497.308828	-2492.455772	-2499.739375	-2492.455706	-2496.795686	-2496.620333	-2454.397961	-2454.60914	-2453.06053	-2499.979436	-2500.393045	-2499.875735	-2498.022138	-2497.308838	-2498.120027	C	1506	254	others
APscaff0001ScX6Gil_1HRSCAF3	12550943	12552163	-3520.083667	-3520.122211	-3524.599731	-3518.09672	-3520.083566	-3520.896959	-3523.048119	-3524.599781	-3525.629771	-3506.366302	-3507.181975	-3504.542353	-3524.802001	-3524.843481	-3521.142703	I	1737	378	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	12559778	12560731	-2176.565691	-2182.885867	-2173.178642	-2206.530242	-2206.530277	-2173.178588	-2206.530462	-2206.530373	-2176.565768	-2206.53061	-2206.530511	-2182.885911	-2132.356353	-2130.185264	-2132.356276	G	1122	191	others
APscaff0001ScX6Gil_1HRSCAF3	12574314	12584894	-10541.15142	-10539.98354	-10542.59342	-10537.81076	-10537.31275	-10537.81079	-10541.45303	-10543.00441	-10542.34586	-10540.64812	-10542.00623	-10541.44875	-10542.47678	-10542.34579	-10541.42928	D	5546	1557	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	12600557	12606755	-2047.628823	-2052.729951	-2052.243004	-2049.389585	-2045.842372	-2049.193672	-2052.712191	-2052.241776	-2051.758154	-2047.942751	-2052.165827	-2052.601708	-2052.471027	-2051.758237	-2052.729989	C	1314	178	others
APscaff0001ScX6Gil_1HRSCAF3	12615569	12619088	-4701.270892	-4702.241995	-4701.601657	-4702.299026	-4700.720374	-4703.8256	-4699.889836	-4698.713455	-4699.378757	-4700.334929	-4701.425836	-4701.615629	-4703.289795	-4701.550605	-4702.544978	A	2992	527	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	12672058	12672580	-5995.23768	-6002.527664	-6002.289333	-6005.479893	-5996.911627	-6002.289572	-6005.479895	-6005.480101	-6003.825251	-5996.702272	-5996.702339	-5993.90528	-5995.159542	-5995.142311	-5994.177214	F	4579	808	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	12685766	12687020	-3891.718345	-3888.931111	-3877.930628	-3886.371323	-3888.20447	-3882.848382	-3884.837442	-3877.620837	-3886.822377	-3887.909041	-3879.169641	-3887.909065	-3883.46005	-3891.041945	-3890.431817	A	2761	344	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	12688727	12693944	-3199.021876	-3202.01406	-3199.214773	-3188.95839	-3188.097373	-3189.989104	-3199.253529	-3197.494122	-3197.540142	-3201.701732	-3200.604822	-3203.560723	-3201.301306	-3199.612106	-3203.130326	A	4731	530	oldgenes
APscaff0001ScX6Gil_1HRSCAF3	12709880	12713318	-5269.177296	-5269.029166	-5267.606076	-5267.184441	-5267.139688	-5264.204014	-5270.217322	-5269.26249	-5270.588091	-5269.204379	-5269.262452	-5269.028886	-5267.510216	-5269.645849	-5268.565509	D	2518	485	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	12719938	12757994	-2288.389176	-2286.946354	-2286.563855	-2282.497617	-2282.498235	-2282.498623	-2286.935383	-2286.570255	-2288.387983	-2286.734499	-2286.572287	-2286.737841	-2288.394993	-2288.402554	-2288.402466	A	2193	280	others
APscaff0001ScX6Gil_1HRSCAF3	12774714	12776354	-958.8588029	-957.6041663	-955.4943691	-957.2763906	-957.1738736	-954.98419	-958.437278	-959.0922851	-961.0611135	-956.0636489	-954.9499975	-954.8803611	-955.2597744	-959.2726708	-957.8587131	D	552	87	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	12808342	12823533	-5572.770097	-5567.341951	-5570.50479	-5564.851223	-5568.185253	-5566.269536	-5564.429144	-5570.612465	-5568.025735	-5573.552653	-5572.488779	-5570.598762	-5570.450129	-5571.096775	-5572.161932	A	3352	433	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	12827598	12829422	-1892.063953	-1841.646632	-1892.063921	-1841.646632	-1892.063953	-1892.063917	-1841.646622	-1892.063918	-1892.063953	-1892.063982	-1892.063923	-1841.646632	-1892.063918	-1892.063953	-1841.646622	K	1080	260	others
APscaff0001ScX6Gil_1HRSCAF3	12857346	12861207	-2145.498642	-2142.126011	-2137.757109	-2142.717912	-2142.718121	-2137.130332	-2144.072593	-2143.711782	-2145.498653	-2140.29318	-2140.292933	-2140.292923	-2134.877499	-2140.634117	-2139.02663	C	2650	343	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	12866735	12869260	-2537.179231	-2540.340624	-2541.754174	-2539.968863	-2535.707862	-2539.968913	-2538.425046	-2539.781332	-2539.781567	-2537.155789	-2540.118117	-2540.118023	-2541.754597	-2541.754841	-2541.754614	A	2434	299	others
APscaff0001ScX6Gil_1HRSCAF3	12870426	12872186	-8263.494607	-8265.439831	-8268.733582	-8265.439905	-8267.159506	-8272.536207	-8231.387579	-8234.942198	-8230.700767	-8266.007427	-8268.225981	-8270.742495	-8270.720641	-8263.908752	-8270.499354	A	5053	597	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	12879281	12882098	-5580.107352	-5576.503116	-5589.246289	-5581.961178	-5593.512872	-5592.319851	-5562.679156	-5567.844388	-5559.873734	-5592.368775	-5589.64561	-5584.878788	-5586.976252	-5579.051317	-5582.129658	B	3326	440	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	12907915	12913225	-3917.600087	-3915.009805	-3916.811457	-3911.627174	-3912.676668	-3912.619891	-3914.15452	-3915.811558	-3916.561449	-3913.69723	-3913.057209	-3913.698499	-3917.63641	-3917.664188	-3917.659134	E	2752	605	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	12918043	12919753	-1454.356027	-1443.519079	-1455.002046	-1446.262703	-1453.767423	-1454.426514	-1446.195025	-1454.588584	-1454.588542	-1453.844827	-1454.19897	-1446.852786	-1454.342245	-1454.342135	-1446.871465	C	1150	144	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	12974587	12981200	-1524.603491	-1522.704083	-1525.178472	-1521.866759	-1521.822432	-1521.218051	-1520.983111	-1524.269574	-1522.947093	-1525.827676	-1525.91976	-1525.919794	-1524.616987	-1524.603538	-1525.347938	D	1079	174	others
APscaff0001ScX6Gil_1HRSCAF3	12986951	12996755	-13388.16207	-13386.32022	-13384.5023	-13387.0596	-13387.09173	-13387.06308	-13387.17912	-13384.50225	-13388.09932	-13385.48721	-13384.48904	-13384.31545	-13386.87821	-13386.88904	-13386.2156	A	7642	1600	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	13020442	13022583	-7926.817856	-7921.149487	-7928.17437	-7922.038796	-7922.739376	-7922.27695	-7925.760385	-7927.346285	-7925.333533	-7925.934796	-7926.395599	-7921.064703	-7920.096242	-7919.659638	-7915.259619	C	4823	989	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	13031859	13033521	-5087.901542	-5081.565179	-5087.081884	-5081.565179	-5087.901542	-5087.081849	-5081.565179	-5087.08182	-5087.901542	-5087.901559	-5087.081831	-5081.565179	-5087.08182	-5087.901542	-5081.565179	K	3124	1012	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	13063147	13066385	-861.4912482	-832.5726864	-862.1390403	-829.6054564	-848.9595866	-848.9595614	-831.72223	-853.818609	-853.8186536	-862.1388755	-862.1388664	-850.5306808	-862.1389147	-861.4911805	-850.5307185	A	795	98	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	13071766	13073369	-4695.565162	-4686.00479	-4691.309143	-4688.647674	-4693.835058	-4691.526694	-4686.867326	-4690.650853	-4691.997558	-4697.052265	-4694.911191	-4692.379996	-4690.058958	-4693.161949	-4688.291973	C	3455	471	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	13092276	13093949	-4072.899541	-4072.377477	-4069.910713	-4068.899402	-4069.444527	-4067.787467	-4071.661756	-4071.567425	-4072.626964	-4071.128102	-4070.736551	-4071.586285	-4070.289593	-4073.396301	-4073.752742	D	3136	533	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	13095975	13097764	-4463.392376	-4470.047442	-4466.667823	-4468.469809	-4467.570875	-4465.63639	-4469.376447	-4467.360595	-4462.968605	-4467.904823	-4466.532641	-4468.901469	-4462.843654	-4460.190744	-4465.661756	C	2798	383	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	13120497	13127021	-3480.72232	-3480.400674	-3476.515279	-3480.388613	-3483.674817	-3481.981048	-3476.590843	-3474.512882	-3478.865432	-3481.314545	-3478.741589	-3481.35561	-3482.76233	-3480.722409	-3485.253133	A	3751	472	others
APscaff0001ScX6Gil_1HRSCAF3	13138237	13142534	-1843.039183	-1837.676719	-1833.338016	-1837.676566	-1842.229833	-1833.911808	-1836.088716	-1835.578831	-1841.039403	-1840.671943	-1835.381526	-1838.763145	-1832.50343	-1840.477522	-1838.752896	B	1758	252	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	13143599	13155363	-13774.32962	-13775.37154	-13765.12173	-13775.3279	-13774.83615	-13775.33099	-13775.3716	-13765.12177	-13774.77532	-13763.86778	-13764.28713	-13764.28716	-13774.84604	-13774.77528	-13774.84611	A	7722	1206	others
APscaff0001ScX6Gil_1HRSCAF3	13156473	13158110	-4501.504326	-4499.493638	-4487.973284	-4510.576302	-4502.608659	-4508.438756	-4509.364111	-4490.252279	-4510.432988	-4456.250698	-4455.596679	-4453.777227	-4506.050878	-4508.010077	-4498.89825	H	3015	475	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	13159678	13161665	-3882.843338	-3873.134287	-3872.293625	-3873.139484	-3876.489545	-3868.937873	-3877.08548	-3881.136062	-3883.044322	-3880.347992	-3878.975504	-3876.232131	-3872.293606	-3882.020167	-3876.14914	H	2815	499	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	13163079	13168270	-5230.189446	-5231.460551	-5216.787162	-5231.697798	-5231.16541	-5219.634464	-5231.527514	-5221.392319	-5229.916566	-5230.629003	-5221.39247	-5230.789514	-5209.604497	-5220.85107	-5220.882783	A	3861	685	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	13235220	13237592	-7928.183237	-7924.807411	-7926.210589	-7926.382809	-7925.95401	-7927.327297	-7927.844042	-7926.0394	-7930.297346	-7920.303094	-7921.67094	-7919.811011	-7930.108511	-7930.102639	-7926.67985	A	4101	532	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	13260001	13276312	-8307.675843	-8311.369484	-8311.915914	-8310.444337	-8307.910389	-8310.444004	-8311.369273	-8311.915914	-8309.07991	-8308.656371	-8311.915914	-8311.91646	-8311.076897	-8309.079993	-8311.077084	J	5060	2158	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	13280189	13282384	-2517.674886	-2515.892034	-2513.80385	-2508.546711	-2507.882859	-2508.546531	-2515.8921	-2514.644006	-2518.314759	-2514.663812	-2514.140209	-2515.395154	-2517.369394	-2518.314762	-2518.426242	A	2670	354	oldgenes
APscaff0001ScX6Gil_1HRSCAF3	13297523	13298926	-4579.426946	-4585.665065	-4585.71377	-4576.42929	-4579.72544	-4580.949017	-4581.540603	-4585.394601	-4584.768286	-4552.133671	-4557.733518	-4560.624917	-4590.99046	-4589.879171	-4588.198933	F	2758	449	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	13358575	13361857	-12237.9098	-12243.19529	-12232.00775	-12235.14479	-12233.75616	-12227.35481	-12243.03799	-12241.04593	-12240.0632	-12240.9142	-12240.99051	-12244.41819	-12230.03521	-12237.18897	-12239.15797	H	5346	1175	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	13364239	13368656	-3940.942484	-3941.169122	-3944.928743	-3941.426923	-3944.928227	-3944.928359	-3934.881281	-3936.998325	-3934.348265	-3944.928176	-3944.92889	-3941.591234	-3942.35768	-3940.771974	-3939.370899	A	4060	493	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	13369720	13372451	-1079.095165	-1078.867564	-1078.59614	-1078.867564	-1079.095165	-1078.59623	-1078.86797	-1078.596115	-1079.095165	-1079.095164	-1078.596159	-1078.867564	-1078.596115	-1079.095165	-1078.86797	K	633	148	others
APscaff0001ScX6Gil_1HRSCAF3	13390596	13398898	-6888.552365	-6890.372101	-6894.618507	-6894.193695	-6895.355424	-6893.077914	-6883.634477	-6886.024777	-6879.11256	-6896.990045	-6897.771978	-6893.649136	-6884.721427	-6886.355449	-6884.879178	C	4364	623	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	13429914	13432876	-2138.90675	-2139.325362	-2138.436453	-2139.325489	-2138.90642	-2139.274481	-2134.580831	-2134.121319	-2134.821275	-2137.198257	-2137.983124	-2137.983103	-2138.464355	-2138.464685	-2138.464583	I	1222	289	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	13441140	13443746	-1814.859325	-1813.628215	-1809.692517	-1813.605888	-1813.606229	-1809.064731	-1811.992721	-1809.589624	-1813.34967	-1814.537888	-1809.974181	-1814.537334	-1807.937441	-1812.791026	-1812.790526	B	2121	301	others
APscaff0001ScX6Gil_1HRSCAF3	13510483	13512277	-1391.086434	-1385.825354	-1386.650252	-1387.918117	-1389.458122	-1387.007628	-1388.460028	-1387.72712	-1389.9293	-1391.34332	-1388.033194	-1386.298833	-1388.028889	-1390.654261	-1385.839659	A	1260	140	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	13512897	13520706	-8867.346505	-8864.415467	-8862.284238	-8864.415539	-8867.011621	-8865.074252	-8861.719932	-8863.01586	-8863.992552	-8866.273744	-8863.044313	-8866.273441	-8864.593133	-8865.500321	-8865.500386	A	6213	1045	others
APscaff0001ScX6Gil_1HRSCAF3	13521271	13524022	-3398.470631	-3404.084728	-3407.30663	-3404.560175	-3404.600996	-3405.150595	-3400.873548	-3403.417354	-3395.88514	-3406.738501	-3407.306902	-3406.623586	-3400.536891	-3398.536527	-3399.82195	A	2491	306	others
APscaff0001ScX6Gil_1HRSCAF3	13526077	13529178	-3057.78305	-3056.747234	-3056.826384	-3056.590094	-3057.258061	-3055.822703	-3055.451243	-3056.397301	-3055.673545	-3058.488793	-3058.627907	-3057.706542	-3056.625213	-3057.388702	-3056.873625	A	1611	215	others
APscaff0001ScX6Gil_1HRSCAF3	13609599	13614811	-7544.365844	-7548.538918	-7547.380804	-7548.538785	-7548.538783	-7548.538784	-7535.092647	-7536.332611	-7533.79535	-7548.694038	-7547.381018	-7548.694207	-7546.377907	-7544.366013	-7546.378047	I	3796	1120	long_or_complete
APscaff0001ScX6Gil_1HRSCAF3	13667624	13679568	-11874.36193	-11874.69678	-11864.31304	-11872.52238	-11873.36374	-11867.55405	-11873.19064	-11866.18091	-11872.26968	-11873.80214	-11865.16801	-11873.80444	-11869.87585	-11873.94598	-11875.83873	A	6126	1430	long_or_complete
